word,phoneme,short_def,vi,hint_level
counteraction,/ˌkaʊntɝˈæktɪŋ/,action to cancel effects,phản công,4
counterargument,/ˌkaʊntɝˈæktɪŋ/,an argument to counter another,phản biện,1
counterblast,/ˌkaʊntɝˈbɪdz/,a strong response,phản công,1
counterblow,/ˌkaʊntɝˈbɪdz/,a return hit,phản đòn,1
counterbombardment,/ˌkaʊntɝˈbɪdz/,a bombing action,phản kích,1
counterbore,/ˌkaʊntɝˈbɪdz/,a wood worker term,đối trọng,1
countercharge,"/ˈkaʊntɝˌtʃɑːrdʒ/, /ˈkaʊnɝˌtʃɑːrdʒ/",a charge made against one,phản công,1
countercheck,"/ˈkaʊntɝˌtʃɑːrdʒɪz/, /ˈkaʊnɝˌtʃɑːrdʒɪz/",a test to balance a test,quầy tính tiền,1
counterclaim,/ˈkaʊntɝˌkleɪm/,to file a claim in opposition,yêu cầu phản tố,1
countercoup,"/ˌkaʊntɝˈklɔkwaɪz/, /ˌkaʊnɝˈklɔkwaɪz/",sudden capture of a government,đảo chính,1
countercurrent,"/ˈkaʊntɝˌkəltʃɝ/, /ˈkaʊnɝˌkəltʃɝ/",water flowing in opposite direction,ngược dòng,1
counterdemonstration,"/ˈkaʊntɝˌkəltʃɝ/, /ˈkaʊnɝˌkəltʃɝ/",demonstration held to oppose,phản đối,1
counterdemonstrator,"/ˈkaʊntɝˌkəltʃɝ/, /ˈkaʊnɝˌkəltʃɝ/",one who demonstrates in opposition,người phản đối,1
counterexample,"/ˌkaʊntɝˈɛspiːənɑːdʒ/, /ˌkaʊnɝˈɛspjəˌnɑːdʒ/",to prove false by example,phản ví dụ,1
counterfactuality,"/ˌkaʊntɝˈɛspiːənɑːdʒ/, /ˌkaʊnɝˈɛspjəˌnɑːdʒ/",the quality of being opposite,phản thực tế,1
counterfire,"/ˈkaʊntɝˌfɪts/, /ˈkaʊnɝˌfɪts/",fire to destroy enemy weapons,phản công,1
counterglow,/ˈkaʊntɝˌfɔrsɪz/,a spot of light in the sky,ngược sáng,1
counterirritant,"/ˌkaʊntɝɪnˈtɛlɪdʒəns/, /ˌkaʊnɝɪnˈtɛlɪdʒəns/",a type of medicine,phản tác dụng,1
counterman,/ˈkaʊntɝˌmæn/,someone who attends a counter,người chống đối,1
countermarch,/ˈkaʊntɝˌmæn/,go in the opposite direction,cuộc phản công,1
countermove,/ˈkaʊntɝˌmuːv/,an attack by a defending force,phản đòn,1
counterpane,/ˈkaʊntɝˌɔfɝz/,attractive bed spread,tấm phản,1
counterperson,/ˈkaʊntɝˌpɑːrti/,someone who serves food,người truy cập,1
counterplan,/ˈkaʊntɝˌpɑːrti/,a plot that ruins another plot,kế hoạch đối phó,1
counterplay,/ˈkaʊntɝˌpɑːrti/,an attack in a board game,phản đòn,1
counterplea,/ˈkaʊntɝˌpɑːrti/,a legal term,phản biện,1
counterplot,/ˈkaʊntɝˌpɑːrti/,to make a plot in response,mưu phản,1
counterpoise,/ˈkaʊntɝˌpɔɪnts/,a weight that balances another,đối trọng,1
counterpoison,/ˈkaʊntɝˌpɔɪnts/,a kind of medicine,chống độc,1
counterproposal,/ˈkaʊntɝprəˌpoʊzəl/,an alternative proposal,phản đề nghị,1
counterpunch,/ˈkaʊntɝˌpəntʃ/,a return punch,đòn phản công,1
counterreformation,/ˈkaʊntɝˌpəntʃ/,act of changing government,phản cải cách,1
counterrevolutionist,/ˌkaʊntɝrɛvəˈluːʃəˌnɛri/,one who tries to bring change,phản cách mạng,1
countershot,/ˈkaʊntɝz/,a return shot,phản đòn,1
countersignature,/ˈkaʊntɝz/,a second signing of a name,phản ký,1
countersink,/ˈkaʊntɝz/,a bit for making bigger,mũi khoan,1
counterspy,/ˈkaʊntɝz/,one who stops enemy agents,phản gián,1
counterstain,/ˈkaʊntɝz/,a contrasting color,chống lại,1
countersubversion,/ˈkaʊntɝz/,a political term,phản lật đổ,1
countersuit,/ˈkaʊntɝˌsuːt/,a suit against a suit,bộ phản,1
countertenor,/ˈkaʊntɝˌtɛnɝ/,male singer with a high voice,đối âm,1
countertransference,/ˈkaʊntɝˌtreɪd/,a psychology term,phản chuyển giao,1
counterwoman,/ˈkaʊntɝˌweɪts/,someone who serves food,nữ phản công,1
countinghouse,/ˈkaʊntɪŋ/,office of financial workers,phòng tài vụ,1
countryfolk,/ˈkʌntriːˌfoʊk/,people living in the same area,dân quê,1
countryseat,/ˈkʌntriːmɪn/,an estate away from the city,quê quán,1
courante,/ˈkʊrənt/,a kind of dance,người bảo thủ,1
courbaril,/ˈkʊrənt/,a kind of tree,đường biên giới,1
courlan,/ˈkɔrɪŋtən/,a kind of bird,hoa loa kèn,1
courser,/ˈkɔrsɝ/,a horse ridden into battle,người lái xe,1
coursework,"/ˈkɔrsəz/, /ˈkɔrsɪz/",work done by a student,bài tập,1
court plaster,/ˈkɔrt/,a type of a cover to heal wounds,tòa án thạch cao,1
couth,/kuːˈtiː/,being fine and well mannered,nhà thờ,1
couvade,/kuːˈtʊriːɝ/,a custom during child birth,một phong tục trong khi sinh con,1
couverture,/kuːˈtʊriːɝ/,a kind of sweet,thời trang cao cấp,1
covalence,/koʊˈvɑːl/,a chemistry term,cộng hóa trị,1
covalency,/koʊˈvɑːl/,a chemistry term,cộng hóa trị,1
covariance,/ˈkoʊvɑːlt/,mean value of random variables,hiệp phương sai,1
covariation,/ˈkoʊvɑːlt/,a math term,hiệp phương sai,1
coville,/ˈkoʊˌvɪl/,a kind of plant,một loại cây,1
cowage,/ˌkaʊəˈbʌngə/,a kind of plant,chăn bò,1
cowbarn,/ˈkaʊɑːrt/,a house for animals,chuồng bò,1
cowberry,/ˈkaʊˌbɛlz/,a kind of plant,dâu tây,1
cowcatcher,/ˈkaʊˌbɔɪz/,metal to clear the train track,người bắt bò,1
cowfish,/ˈkaʊɝɪŋ/,a kind of fish,cá bò,1
cowherb,/ˈkɑːwɝ/,a kind of plant,cỏ bò,1
cowhouse,/ˈkaʊˌhɝːd/,a building for animals,chuồng bò,1
cowman,/ˈkaʊmən/,one hired to tend cows,người chăn bò,1
cowpie,/ˈkaʊpɝθˌweɪt/,solid waste of an animal,bánh bò,1
cowpox,/ˈkaʊpɝθˌweɪt/,a cow disease,bệnh đậu bò,1
cowskin,/ˈkaʊsɝt/,leather made from an animal,da bò,1
cowtown,/ˈkaʊslɪp/,a small town,thị trấn cao bồi,1
coxa,/ˈkɑːksɪz/,a joint between bones,một khớp giữa xương,1
coxcomb,/ˈkɑːksɪz/,a cap with red strip,một chiếc mũ có dải màu đỏ,1
coxsackievirus,/ˈkɑːksən/,a kind of virus,vi rút coxsackie,1
coydog,/ˈkɔɪ/,result of two different animals,chó nhút nhát,1
coyol,/ˈkɔɪnɝ/,a kind of tree,dịu dàng,1
coypu,"/kaɪˈoʊtiːs/, /ˈkaɪoʊts/",a kind of animal,một loại động vật,1
cozenage,/ˈkɑːzbi/,a criminal business scheme,đồng lõa,1
crabapple,/ˈkræb/,a small sharp tasting fruit,táo chua,1
crabbedness,/ˈkræbd/,a tendency to be angry,tính cáu kỉnh,1
crabbiness,/ˈkræbd/,nature of being easily angered,tính hay ghẹo,1
crabs,/ˈkræbz/,tiny insects living in hair,cua,2
crackerberry,/ˈkrækɝ/,a kind of plant,bánh quy giòn,1
crackleware,/ˈkrækəlz/,decorated dishes,đồ dùng bẻ khóa,1
cracklings,/ˈkræklɪŋ/,pieces of cooked food,tiếng lạo xạo,1
cracksman,/ˈkræks/,one who steals from locked boxes,người bẻ khóa,1
cradlesong,/ˈkreɪdəlz/,act of singing to a baby,bài hát nôi,1
cragsman,/ˈkrɑːgoʊ/,person who climbs rocks,người leo núi,1
crake,/ˈkreɪn/,a type of bird,lạo xạo,1
crampbark,/ˈkræmp/,a kind of plant,chuột rút,1
crampfish,/ˈkræmpt/,a kind of water animal,tôm càng,1
crampoon,/ˈkræmpɔnz/,a pair of curved iron bars,cái móc sắt,1
cran,/ˈkræmtən/,a unit for measuring fish,con quạ,1
crane's bill,/ˈkreɪnz/,a kind of plant,cần cẩu hóa đơn,1
cranesbill,/ˈkreɪnzˌbɪl/,a kind of plant,cần cẩu,1
craniate,/ˈkreɪˌniːəl/,a kind of animal,có sọ,1
craniologist,/ˈkreɪˌniːəl/,one who examines head shapes,bác sĩ sọ não,1
craniology,/ˈkreɪˌniːəl/,the scientific study of heads,khoa sọ não,1
craniometer,/ˈkreɪˌniːəl/,instrument to measure the head,dụng cụ đo sọ,1
craniometry,/ˈkreɪˌniːəl/,a kind of study of ancient people,đo sọ não,1
craniotomy,/ˈkreɪˌniːəl/,an opening cut in the head,mổ sọ,1
crapaud,/ˈkræp/,a kind of animal,xúc xắc,1
crape,/ˈkræp/,twist in a tight manner,cần sa,1
crapette,/ˈkræp/,a kind of card game,giấy vụn,1
crapshooter,/ˈkræpˌʃuːt/,one who plays a card game,người bắn súng,1
crapulence,/ˈkræpˌʃuːt/,the act of drinking alcohol,chất nhầy,1
crassitude,/ˈkræs/,quality of being rude,thô bỉ,1
crateful,/ˈkreɪt/,the quantity held in a case,ham học hỏi,1
craton,/ˈkrætən/,a stable part of a land mass,cái thùng,1
cravenness,/ˈkreɪvənz/,state of being mean and not daring,sự thèm khát,1
crawdaddy,/ˈkrɔ/,a kind of water animal,ông xã,1
crawling,/ˈkrɔlɪŋ/,a slow dragging motion,bò,3
crawlspace,/ˈkrɔlz/,low space beneath a floor,không gian thu thập dữ liệu,1
crazyweed,/ˈkreɪzi/,a kind of plant,bông điên điển,1
creaking,/ˈkriːkɪŋ/,a high pitched sound,cót két,1
creamcups,/ˈkriːm/,a kind of plant,ly kem,1
creashak,/ˈkriːsi/,a kind of plant,tiếng cọt kẹt,1
creatin,/ˈkrɛθ/,a science term,sáng tạo,1
creatine,/ˈkrɛθ/,a substance in muscle tissue,một chất trong mô cơ,1
credendum,/ˈkriːdəns/,section of a religious statement,ủy nhiệm chi,1
credentials,/krəˈdɛnʃəlz/,a document with facts,thông tin đăng nhập,3
credenza,/krəˈdɛnzə/,a kind of cupboard,một loại tủ,2
credibleness,/ˈkrɛdəbəl/,state of being able to be believed,độ tin cậy,1
creeping,/ˈkriːpɪŋ/,a slow way to drag the body,leo,3
creeps,/ˈkriːps/,a feeling of fear,creep,2
creepy-crawlies,/ˈkriːpi/,,đáng sợ bò,1
creese,/ˈkriːz/,a kind of knife,dao găm,1
cremains,/ˈkrɛlɪn/,the remains of a dead body,hỏa táng,1
crenation,/ˈkrɛmɪn/,one part of a rounded edge,hỏa táng,1
crenature,/ˈkrɛmɪn/,one part of a rounded edge,sinh vật,1
crenel,/ˈkrɛmɪn/,to supply with a low wall,cái hố,1
crenelation,/ˈkrɛnəˌleɪtəd/,wall built around a castle top,hỏa táng,1
crenellation,/ˈkrɛnəˌleɪtəd/,a structure at a building top,sự đục lỗ,1
crenelle,/ˈkrɛnəˌleɪtəd/,an open space to fire from,bánh mì,1
creosol,/ˈkriːˌoʊˌlaɪzd/,a yellow liquid,một chất lỏng màu vàng,1
crepitation,/ˈkreɪps/,sharp sound of breaking noise,tiếng lạo xạo,1
crepuscle,/ˈkrɛpt/,the start of evening,nếp nhăn,1
crepuscule,/ˈkrɛpt/,the time when night begins,lớp vỏ bọc,1
cresol,/ˈkrɛskɑːt/,a natural substance,một chất tự nhiên,1
cretinism,/ˈkriːtən/,a severe medical condition,suy tuyến giáp,1
cretonne,/ˈkriːtən/,a type of heavy cloth,creton,1
crewelwork,/ˈkruːəl/,a craft made with thread,thủy thủ đoàn,1
crewet,/ˈkruːz/,a bottle,phi hành đoàn,1
crier,/ˈkraɪɝ/,one who cries,người kêu,2
criminal contempt,/ˈkrɪmənəl/,a lack of respect in court,khinh thường tội phạm,1
criminalism,/ˈkrɪmənəlz/,state of breaking the law,chủ nghĩa tội phạm,1
criminalness,/ˈkrɪmənəli/,state of breaking the law,tội ác,1
crimper,/ˈkrɪmpt/,one who tricks men into service,máy uốn,1
cringle,/ˈkrɪndʒɪŋ/,a metal ring for a small hole,co rúm lại,1
crinion,/ˈkrɪndʒɪŋ/,a point on the head,nhàu nát,1
crinkleroot,/ˈkrɪndʒɪŋ/,a kind of plant,một loại cây,1
crinoid,/ˈkrɪndʒɪŋ/,a type of sea animal,cái nhẫn,1
crinoline,/ˈkrɪndʒɪŋ/,a layer under a full dress,đường viền,1
criollo,/ˈkrɪndʒɪŋ/,a Spanish American,crioche,1
cristal,/ˈkrɪstəl/,a street name for a drug,pha lê,1
cristobalite,/ˈkrɪstəbəl/,a natural substance,cristobalit,1
crit,/ˈkrɪswɛl/,a short bike race,chí mạng,1
criterium,/kraɪˈtɪriːən/,a bike race,tiêu chí,1
crith,/ˈkraɪts/,a unit of weight,chí mạng,1
criticality,/ˌkrɪtəˈkæləti/,a science term,quan trọng,1
criticalness,"/ˈkrɪtɪkəli/, /ˈkrɪtɪkli/",a state of critical emergency,sự chỉ trích,1
croaker,/ˈkroʊkɝ/,a type of fish,kẻ gian,2
croaking,/ˈkroʊkɪŋ/,a rough sound,tiếng kêu cót két,1
crocheting,/kroʊˈʃeɪɪŋ/,design made with thread,đan móc,1
crocket,/ˈkrɑːkɝi/,a fancy item,bánh răng cưa,2
crocodilian,/ˌkrɑːkəˈdɪljən/,an animal from past times,cá sấu,1
crocolite,/ˌkrɑːkəˈdɪljən/,a natural substance,cá sấu,1
cromlech,/ˈkrɑːmi/,a large stone structure,một cấu trúc đá lớn,1
cromorne,/ˈkrɑːmli/,a musical instrument,một dụng cụ âm nhạc,1
crookback,/ˈkrʊk/,having a bent back,kẻ gian,1
crookneck,/ˈkrʊˌklɪnz/,a type of vegetable,vẹo cổ,1
crooning,/ˈkruːnɪŋ/,a way of singing,ngâm nga,1
crore,/kroʊˈkeɪ/,a large number,một số lượng lớn,1
crosier,/ˈkrɑːʃɔ/,a religious leader's staff,cây gậy sắt,1
cross question,/ˈkrɔs/,to question closely,câu hỏi chéo,1
cross-question,/ˈkrɔˌspɑːləˌneɪt/,,câu hỏi chéo,1
crossbeam,/ˈkrɑːsən/,a support,xà ngang,1
crossbench,/ˈkrɑːsən/,a seat in the House of Commons,băng ghế dự bị,1
crossbencher,/ˈkrɑːsən/,a political member in England,người tập băng ghế dự bị,1
crossbill,/ˈkrɔsˌbɪl/,a kind of bird,mỏ chéo,1
crossbones,/ˈkrɔsˌboʊnz/,a symbol of danger or death,xương chéo,1
crossbreeding,/ˈkrɔsˌboʊz/,reproduction of different races,lai giống,1
crosscheck,/ˈkrɔsˌboʊz/,act of confirming with sources,kiểm tra cheo,1
crosscut,/ˈkrɔˌskɝːənts/,to cut in an angled way,cắt ngang,1
crosse,/ˈkrɑːs/,a piece in a game,vượt qua,1
crosshead,/ˈkrɔsfaɪrz/,a metal block in a device,chéo,1
crossheading,/ˈkrɔsfaɪrz/,a title of a section,đánh chéo,1
crossjack,/ˈkrɔsɪŋz/,part of a boat,trò đánh chéo,1
crossness,/ˈkrɔsmən/,a quality of being angry,chéo,1
crossopterygian,/ˈkrɑːsən/,a kind of fish,xuyên thấu kính,1
crosspatch,/ˈkrɔˌsoʊvɝ/,a person with bad emotion,vá chéo,1
crossroads,/ˈkrɔsˌroʊdz/,a crisis point,ngã tư đường,3
crosstalk,/ˈkrɔˈstɔk/,an electricity term,xuyên âm,1
crosstie,/ˈkrɔˈstɔk/,part of a train track,cà vạt chéo,1
crossway,/ˈkrɑːˌswɑːks/,a point where two roads cross,ngã tư đường,1
crossword,/ˈkrɔˌswɝːd/,a word puzzle in squares,ô chữ,2
crotal,/ˈkrɑːswɛl/,a kind of plant,một loại cây,1
crotalaria,/ˈkrɑːswɛl/,a kind of plant,một loại cây,1
crotaphion,/ˈkrɑːswɛl/,a medical term,một thuật ngữ y tế,1
crotchetiness,/ˈkrɑːtʃ/,particular and strange personality,tính láu cá,1
croton,/ˈkrʌðɝz/,a type of plant,vải thô,1
crotonbug,/ˈkrʌðɝz/,a kind of insect,bọ cánh cứng,1
crottal,/ˈkroʊtənˌvɪl/,a kind of plant,một loại cây,1
crottle,/krəˈtoʊ/,a kind of plant,bò cạp,1
croupe,/ˈkruːp/,the back part of an animal,nhóm,1
crowbait,/ˈkroʊz/,a horse of poor quality,mồi quạ,1
crowberry,/ˈkroʊˌbɑːr/,a kind of plant,dâu tây,1
crowfoot,/ˈkroʊəl/,a type of plant,vết chân chim,1
crowing,/ˈkroʊɪŋ/,instance of expressing pride,tiếng gáy,2
crownbeard,/ˈkraʊnz/,a kind of plant,râu quai nón,1
crownwork,/ˈkraʊnz/,a part to fix a tooth,đội mũ miện,1
crozier,/ˈkroʊʒɝ/,a religious leader's staff,đồ nướng,1
cruciality,/ˈkruːʃəl/,a state of emergency,trọng yếu,1
crucifer,/ˈkruːsəbəl/,a type of plant,cây thập tự,1
cruelness,/ˈkruːli/,quality of being very mean,sự độc ác,1
cruiserweight,/ˈkruːzɝz/,one who fights for a living,hạng tuần dương hạm,1
crumbliness,/ˈkrʌmbli/,state of breaking easily,sự vụn vỡ,1
crumhorn,/ˈkruːm/,a musical instrument,kèn đồng,1
crupper,/ˈkruːpi/,a belt on a horse,người lái tàu,1
cruse,/ˈkruːz/,a small vessel,cuộc chiến,1
cryaesthesia,/ˈkraɪ/,state of being affected by cold,gây tê,1
cryesthesia,/ˈkraɪɝ/,state of being affected by cold,gây mê,1
cryoanaesthesia,/ˈkraɪmz/,a medical condition,gây tê lạnh,1
cryoanesthesia,/ˈkraɪmz/,a medical condition,gây tê lạnh,1
cryobiology,/ˈkraɪmz/,a study of temperatures,đông lạnh học,1
cryocautery,/ˈkraɪmz/,a medical instrument,đốt lạnh,1
cryogen,/ˈkraɪmz/,item producing low temperatures,đông lạnh,1
cryogeny,/ˈkraɪəˌdʒɛnɪks/,a study of temperatures,đông lạnh,1
cryolite,/ˈkraɪəˌlaɪt/,a natural substance,criolit,1
cryometer,/ˈkraɪəˌlaɪt/,a measuring instrument,máy đo nhiệt độ,1
cryopathy,/ˈkraɪəˌlaɪt/,a medical procedure,đông lạnh,1
cryophobia,/ˈkraɪəˌlaɪt/,a strange fear of freezing,chứng sợ lạnh,1
cryoscope,/ˈkraɪəˌlaɪt/,a measuring instrument,tủ đông lạnh,1
cryostat,/ˈkraɪəˌlaɪt/,a device to measure cold,máy làm lạnh,1
cryosurgery,/ˈkraɪəˌlaɪt/,the use of extreme cold,phẫu thuật lạnh,1
cryptanalysis,/ˈkrɪpt/,the study of coded messages,phân tích mật mã,1
cryptanalytics,/ˈkrɪpt/,the science of coded messages,phân tích mật mã,1
cryptobiosis,/ˈkrɪptoʊ/,a science term,ký sinh trùng,1
cryptococcosis,/ˌkrɪptoʊˈlɪrəns/,a type of infection,bệnh cryptococcus,1
cryptocoryne,/ˌkrɪptoʊˈlɪrəns/,a kind of plant,tiền điện tử,1
cryptogam,/ˌkrɪptoʊˈlɪrəns/,a group of plants,tiền điện tử,1
cryptograph,/ˌkrɪptoʊˈlɪrəns/,a device to translate codes,mật mã,1
cryptologist,/ˌkrɪptoʊˈlɪrəns/,one who is skilled in analysis of codes,nhà mật mã học,1
cryptology,/ˌkrɪptoʊˈlɪrəns/,the science of coded messages,mật mã học,1
cryptomonad,/ˌkrɪptoʊˈlɪrəns/,a tiny living thing in water,tiền điện tử,1
cryptophyte,/ˌkrɪptoʊˈlɪrəns/,a kind of water plant,mật mã,1
cryptorchidism,/ˌkrɪptoʊˈlɪrəns/,a medical condition,bìu thiếu tinh hoàn,1
cryptorchidy,/ˌkrɪptoʊˈlɪrəns/,a medical condition,mật mã,1
cryptorchism,/ˌkrɪptoʊˈlɪrəns/,a medical condition,tiền điện tử,1
crystallite,/ˈkrɪstəˌlaɪn/,small crystals found in rock,tinh thể,1
crystallizing,/ˈkrɪstəˌlaɪzɪŋ/,the formation of a substance,kết tinh,1
crystallographer,/ˌkrɪstəˈlɑːgrəfɝ/,specialist in rocks with planes,nhà tinh thể học,1
crystallography,/ˌkrɪstəˈlɑːgrəfi/,the study of many sided shapes,tinh thể học,1
ctene,/ˈkɔrt/,a science term,cten,1
ctenidium,/ˈkɔrt/,a science term,ctenidi,1
ctenophore,/ˈkɔrt/,a kind of water animal,một loại động vật nước,1
cubeb,/ˈkjuːb/,a kind of cigarette,khối lập phương,1
cubicity,/ˈkjuːbɪks/,the shape of a square box,khối lượng,1
cubit,/ˈkjuːbɪt/,a former unit of length,một đơn vị chiều dài trước đây,1
cubitiere,/ˈkjuːbɪt/,metal body piece for the arm,mảnh cơ thể kim loại cho cánh tay,1
cubitus,/ˈkjuːbɪt/,the lower part of the arm,hình khối,1
cuboid,/ˈkjuːbɪt/,being shaped like a box,hình khối,1
cuckoldom,/ˈkuːtʃiːoʊ/,state of one whose wife cheated,người mọc sừng,1
cuckoldry,/ˈkuːtʃiːoʊ/,having sex with married women,cắm sừng,1
cuckooflower,/ˈkuːkuːz/,a kind of plant,hoa cúc cu,1
cuckoopint,/ˈkuːkuːz/,a type of European plant,chim cúc cu,1
cucurbit,/ˈkjuːkəmbɝz/,a kind of plant,bầu bí,1
cudbear,/ˈkʌdəhi/,a purple stain from a plant,con cu,1
cuddy,/ˈkʌdi/,the kitchen of a small ship,âu yếm,2
cudweed,/ˈkʌdni/,a kind of plant,cỏ dại,1
cufflink,/ˈkʌˈfiː/,special buttons for shirts,khuy măng sét,1
